side,claim,gtin,gtin_group_size,gtin_group_brands,claim_share_in_group,gtin_check_independent,title_corroborates,title_check_independent,corpus_support,generic_token_fraction,is_generic_category_word,status,role,sku_id
source,Ege Lokman,,0,,0.0,True,False,True,260,0.0005026318361420214,False,unverified_no_independent_evidence,source,373380548
target,Kampos Chioy,5204125100361,2,Kampos Chioyx2,1.0,False,True,False,33,0.0,False,derived_only_not_independently_checkable,target,373380548
source,Well,,0,,0.0,True,True,True,35,0.0010471496586292113,False,confirmed_by_title_only,source,993091034
target,Well,628451439332,1,Wellx1,1.0,False,True,False,35,0.0010471496586292113,False,derived_only_not_independently_checkable,target,993091034
source,Publix,,0,,0.0,True,True,True,239,0.0033089929212683075,False,confirmed_by_title_only,source,690260347
target,Nature's Promise,688267138072,1,Nature's Promisex1,1.0,False,True,False,11,0.00012565795903550535,False,derived_only_not_independently_checkable,target,690260347
source,Loop,56719900063,3,Loopx3,1.0,True,True,True,100,0.0009354536950420954,False,confirmed_by_co_listings,source,250068791
target,Dry,851818001426,2,Dryx2,1.0,False,True,False,96,0.002219957276293928,False,derived_only_not_independently_checkable,target,250068791
source,Poli,,0,,0.0,True,False,True,55,0.0,False,unverified_no_independent_evidence,source,964905959
target,Poli,8694023200732,2,Polix2,1.0,False,True,False,55,0.0,False,derived_only_not_independently_checkable,target,964905959
source,Ege Lokman,,0,,0.0,True,False,True,260,0.0005026318361420214,False,unverified_no_independent_evidence,source,179803320
target,Marli,6415130079866,3,Marlix3,1.0,False,True,False,294,0.00378370076651355,False,derived_only_not_independently_checkable,target,179803320
source,Organic Health,,0,,0.0,True,True,True,62,0.0029320190441617915,False,confirmed_by_title_only,source,960246995
target,Watt's,748252125101,1,Watt'sx1,1.0,False,True,False,5,0.00037697387710651606,False,derived_only_not_independently_checkable,target,960246995
source,Ahoj Brause,,0,,0.0,True,False,True,12,0.0,False,unverified_no_independent_evidence,source,50800819
target,Mangajo,5060040190180,1,Mangajox1,1.0,False,True,False,31,0.0003630118816581266,False,derived_only_not_independently_checkable,target,50800819
source,Bacanha,,0,,0.0,True,True,True,52,0.00037697387710651606,False,confirmed_by_title_only,source,360334991
target,Skratch Labs,858690007027,3,Skratch Labsx3,1.0,False,True,False,68,0.0008796057132485375,False,derived_only_not_independently_checkable,target,360334991
source,Country Club,89087671518,2,Country Clubx2,1.0,True,True,True,8,0.0015358194993228432,False,confirmed_by_co_listings,source,71172249
target,Royal Soda,3292090000269,2,Royal Sodax2,1.0,False,True,False,15,0.0018569453946358013,False,derived_only_not_independently_checkable,target,71172249
source,DubbelFrisss,,0,,0.0,True,False,True,168,0.0,False,unverified_no_independent_evidence,source,55658100
target,Monoprix,3350031895203,1,Monoprixx1,1.0,False,True,False,144,0.0017452494310486854,False,derived_only_not_independently_checkable,target,55658100
source,Ozarka,22592446523,2,Ozarkax2,1.0,True,True,True,196,0.0025550451670552756,False,confirmed_by_co_listings,source,71970581
target,Rieme,3292482260042,1,Riemex1,1.0,False,True,False,18,4.1885986345168454e-05,False,derived_only_not_independently_checkable,target,71970581
source,Enervit,,0,,0.0,True,False,True,40,0.00026527791351940017,False,unverified_no_independent_evidence,source,160946502
target,AA,87222395,1,AAx1,1.0,False,False,False,78,0.0009633776859388743,False,derived_only_not_independently_checkable,target,160946502
source,Gevalia,43000065143,3,Gevaliax3,1.0,True,True,True,33,0.0004188598634516845,False,confirmed_by_co_listings,source,72962461
target,Waiakea,850054035028,2,Waiakeax2,1.0,False,True,False,48,0.0006143277997291373,False,derived_only_not_independently_checkable,target,72962461
source,President's Choice,,0,,0.0,True,False,True,259,0.0012565795903550535,False,unverified_no_independent_evidence,source,375165231
target,Teinacher,4009228040085,1,Teinacherx1,1.0,False,True,False,6,8.377197269033691e-05,False,derived_only_not_independently_checkable,target,375165231
source,Koza,,0,,0.0,True,False,True,181,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,182558464
target,Salt Stick,850063737005,2,Salt Stickx2,1.0,False,True,False,9,0.0009913016768356533,False,derived_only_not_independently_checkable,target,182558464
source,Food Club,36800499416,5,Food Clubx5,1.0,True,True,True,52,0.0017452494310486854,False,confirmed_by_co_listings,source,221387064
target,Cure Hydration,850025251839,2,Cure Hydrationx2,1.0,False,True,False,93,0.0011588456222163272,False,derived_only_not_independently_checkable,target,221387064
source,Ege Lokman,,0,,0.0,True,False,True,260,0.0005026318361420214,False,unverified_no_independent_evidence,source,405778075
target,Aronia Original,4250396905601,1,Aronia Originalx1,1.0,False,True,False,39,0.0018709073900841909,False,derived_only_not_independently_checkable,target,405778075
source,Aloha Maid,73366118023,2,Aloha Maidx2,1.0,True,True,True,32,0.000460745849796853,False,confirmed_by_co_listings,source,310991494
target,Aloha Maid,758236592188,1,Aloha Maidx1,1.0,False,True,False,32,0.000460745849796853,False,derived_only_not_independently_checkable,target,310991494
source,Carola,3268651011784,3,Carolax3,1.0,True,False,True,48,0.0004188598634516845,False,confirmed_by_co_listings,source,935606053
target,Imsdal,7044610874920,3,Imsdalx3,1.0,False,True,False,55,0.0006562137860743057,False,derived_only_not_independently_checkable,target,935606053
source,Quellbrunn,,0,,0.0,True,True,True,25,0.00012565795903550535,False,confirmed_by_title_only,source,239299781
target,Chaudfontaine,5000112648935,1,Chaudfontainex1,1.0,False,True,False,83,0.0007120617678678636,False,derived_only_not_independently_checkable,target,239299781
source,Peace Tea,,0,,0.0,True,False,True,232,0.0026946651215391704,False,unverified_no_independent_evidence,source,163959502
target,Bravo,7310867564113,3,Bravox3,1.0,False,True,False,137,0.0006980997724194742,False,derived_only_not_independently_checkable,target,163959502
source,North Water,,0,,0.0,True,True,True,7,0.0018010974128422434,False,confirmed_by_title_only,source,786213552
target,Imsdal,7044610876863,2,Imsdalx2,1.0,False,True,False,55,0.0006562137860743057,False,derived_only_not_independently_checkable,target,786213552
source,Bigallet,,0,,0.0,True,True,True,32,0.00020942993172584225,False,confirmed_by_title_only,source,116835497
target,Yo,9001400102999,1,Yox1,1.0,False,False,False,84,0.0012845035812518325,False,derived_only_not_independently_checkable,target,116835497
source,Mix,,0,,0.0,True,True,True,64,0.03437443279393491,True,generic_category_word,source,552425687
target,Drip Drop,850042830307,1,Drip Dropx1,1.0,False,True,False,56,0.000781871745109811,False,derived_only_not_independently_checkable,target,552425687
